Influent pH,Influent NH4+-N,Influent TN,Influent Flowrate,Wastewater Temperature,DO of Zone 5,TN of Zone 5,COD of Zone 6,TN of Zone 6,DO of Zone 7,COD of Zone 7,TN of Zone 7,Effluent COD,Effluent TN,Energy Consumption,External Carbon Source
7.23,44.80,46.40,33321.00,19.50,6.20,29.10,86.50,20.30,0.18,42.30,12.30,28.50,10.70,19300.00,2.74
7.32,21.10,26.70,49271.00,18.60,10.70,16.60,42.40,12.60,0.09,28.80,11.60,30.40,13.50,16220.00,2.74
7.26,25.50,36.80,47199.00,19.30,6.19,23.40,62.20,16.10,0.51,23.50,13.50,19.60,13.20,18760.00,4.11
7.10,29.10,32.80,23711.00,16.90,11.59,26.40,125.00,15.40,4.27,17.40,12.10,23.50,11.00,12740.00,3.65
7.30,29.00,29.70,41900.00,29.50,2.60,28.70,61.70,14.90,1.63,33.20,11.30,31.00,9.03,16620.00,3.65
7.17,26.60,33.10,52350.00,28.60,1.30,21.60,75.40,16.50,1.72,49.90,14.10,24.80,13.50,16900.00,3.02
7.22,28.50,36.10,41700.00,19.40,5.28,8.15,74.30,19.70,2.10,32.00,14.40,27.10,12.70,17140.00,3.20
7.23,23.80,33.80,45840.00,19.50,7.49,23.50,61.60,10.30,0.09,26.20,15.10,25.20,8.49,15820.00,3.66
8.39,45.50,56.70,26080.00,16.90,6.82,21.40,32.00,12.30,2.30,24.40,7.33,25.80,7.22,11820.00,11.70
7.34,34.20,36.70,39990.00,17.60,6.10,28.00,54.00,15.20,4.67,22.00,12.70,22.80,8.60,14080.00,1.82
7.22,35.10,41.10,34241.00,17.30,7.78,24.30,68.30,16.00,0.09,35.40,13.70,29.80,11.20,15880.00,3.19
7.26,25.50,31.90,40270.00,16.00,7.98,9.36,67.20,11.00,3.71,26.90,12.60,25.80,13.80,17300.00,3.65
7.50,20.80,22.10,42539.00,30.20,2.61,28.40,59.90,13.90,2.16,29.20,13.50,27.30,12.10,15780.00,4.11
7.34,39.40,42.70,37350.00,19.10,6.26,22.80,80.40,12.70,0.08,50.80,11.50,29.60,7.75,18300.00,3.07
7.18,17.20,22.80,45470.00,19.20,2.46,13.40,74.20,18.60,2.41,40.20,13.30,37.60,10.20,16240.00,2.16
7.24,30.70,36.20,36019.00,15.40,3.12,30.10,77.60,15.70,4.04,36.90,12.00,27.20,13.20,18000.00,3.65
7.42,37.00,51.70,29770.00,28.60,6.38,23.80,60.50,11.00,4.98,21.00,8.72,28.30,11.30,13860.00,2.74
7.22,18.10,27.50,47161.00,22.70,9.43,26.40,33.60,10.90,6.07,16.80,8.82,20.40,8.18,14100.00,1.82
7.27,32.30,43.70,23960.00,18.70,10.98,21.90,58.10,17.10,4.15,22.30,11.80,23.70,11.40,13080.00,3.19
7.20,16.50,20.60,47211.00,22.00,8.17,32.10,39.20,13.00,4.51,20.00,11.80,23.20,7.86,13800.00,1.82
7.27,17.30,21.90,38500.00,17.20,7.14,31.40,54.00,8.98,0.58,34.40,7.98,33.20,10.70,12140.00,2.74
7.44,17.30,21.40,39381.00,16.30,8.06,29.80,72.60,9.99,2.40,31.60,9.89,35.20,11.50,21440.00,2.28
7.64,24.20,26.90,43690.00,27.80,3.92,34.80,45.80,11.60,4.34,27.50,8.29,27.60,11.70,16180.00,2.28
8.34,43.40,54.70,26050.00,17.20,5.94,18.60,36.50,15.00,2.33,25.00,8.53,18.30,7.16,12960.00,12.43
7.93,45.50,48.60,27350.00,14.60,5.13,22.80,55.00,11.80,3.59,32.90,8.26,22.30,9.19,12700.00,13.89
7.21,40.50,42.20,35621.00,19.60,13.42,24.70,86.10,18.00,0.18,45.80,15.40,24.30,11.00,15850.00,3.65
7.24,13.90,17.40,47950.00,17.10,10.48,21.60,31.50,8.77,4.44,21.90,8.34,28.00,9.89,18060.00,1.37
7.25,38.80,52.20,32040.00,28.60,4.44,21.80,60.30,8.92,4.96,25.50,14.20,26.00,14.10,13500.00,3.19
7.34,21.00,34.60,43650.00,20.70,9.13,17.50,20.70,11.40,7.19,16.10,8.49,12.50,8.27,14760.00,0.45
7.35,48.40,71.50,23710.00,28.60,8.44,32.90,53.20,14.90,5.20,30.80,10.20,29.90,11.50,12900.00,3.19
7.44,46.20,48.10,33250.00,19.00,10.30,30.40,72.70,23.80,0.20,40.10,14.00,26.90,12.30,17350.00,4.11
7.43,53.40,56.10,23860.00,23.30,8.96,15.10,171.00,10.80,3.58,44.00,6.29,32.10,7.43,13580.00,0.91
7.50,38.50,39.00,25710.00,16.90,4.93,20.10,28.10,14.10,2.70,30.30,14.50,21.90,13.20,8540.00,2.58
7.13,28.00,32.70,45310.00,26.50,3.68,12.50,61.90,7.45,4.69,33.70,6.21,29.60,11.90,15460.00,2.58
7.81,36.80,40.90,26100.00,14.30,5.95,23.30,51.70,10.30,2.66,30.20,10.70,24.80,7.22,10540.00,13.16
7.52,27.30,53.10,38120.00,29.20,6.49,26.90,47.10,4.74,3.96,24.20,6.08,24.20,10.40,14040.00,2.74
7.14,22.30,23.90,68380.00,29.80,8.06,17.50,38.20,14.70,0.14,33.10,8.75,26.30,8.85,20800.00,2.28
7.46,10.30,17.40,52790.00,19.60,10.71,20.10,29.20,4.48,4.62,19.60,2.83,24.90,7.53,13280.00,2.74
7.43,25.10,29.40,54930.00,28.90,7.46,21.10,47.90,12.90,0.13,38.90,10.30,21.80,7.17,20100.00,2.74
7.13,34.90,38.20,58340.00,28.60,8.65,23.40,46.80,13.60,0.14,43.00,10.70,22.20,7.70,19950.00,2.28
7.13,14.10,24.10,49610.00,19.20,7.89,25.00,20.10,11.20,5.96,12.20,10.20,12.20,9.05,14120.00,0.91
7.23,15.70,18.90,34031.00,17.30,11.47,19.90,45.10,10.40,0.86,22.30,10.60,14.40,9.48,11560.00,2.28
7.31,38.80,40.50,32720.00,18.20,7.94,23.90,138.00,18.30,0.20,48.40,12.00,31.60,11.90,20000.00,4.56
7.41,45.60,71.20,32400.00,25.90,9.27,9.25,60.60,15.70,5.73,37.20,9.39,35.60,9.65,15860.00,3.19
7.23,25.80,34.60,45000.00,18.60,7.11,11.00,80.00,18.10,1.92,39.80,16.20,28.10,12.70,17620.00,4.11
7.25,37.70,47.50,42249.00,22.70,6.04,28.30,87.60,20.20,0.09,60.10,14.90,29.40,12.50,15500.00,3.07
7.31,43.70,76.30,33540.00,30.20,5.70,24.60,53.40,10.70,3.99,18.90,13.50,23.20,10.30,13700.00,3.65
7.48,30.50,30.80,24950.00,18.20,8.05,26.30,33.10,21.00,4.10,25.30,20.30,19.60,7.66,10100.00,2.46
7.23,38.50,39.10,39909.00,20.50,4.96,23.80,95.10,17.70,0.18,37.80,12.00,27.60,11.50,16500.00,3.65
7.12,16.30,19.90,41540.00,17.60,11.65,14.90,51.10,8.30,5.31,23.20,8.25,22.50,12.30,14140.00,2.28
6.96,24.40,31.70,56890.00,29.20,9.28,22.10,52.60,11.80,0.14,39.90,8.96,27.00,9.22,21000.00,3.19
7.06,28.50,32.70,50370.00,27.00,7.76,12.90,26.40,10.40,5.67,16.80,13.40,11.60,11.50,15100.00,1.82
7.22,21.80,27.10,43350.00,19.60,6.44,26.30,62.90,23.90,0.13,33.80,14.80,27.00,10.60,16960.00,2.28
8.43,56.40,60.70,27200.00,17.10,5.49,19.40,49.20,21.80,2.12,32.40,17.80,26.80,13.00,15660.00,14.62
7.16,26.70,30.00,38150.00,27.00,9.01,17.50,74.40,5.70,0.07,47.10,6.81,18.90,9.12,18300.00,3.19
7.08,26.10,29.10,47980.00,27.00,2.80,16.20,48.90,7.06,4.10,32.10,10.10,24.60,6.95,15940.00,2.74
7.26,27.70,33.10,43510.00,18.10,2.90,21.10,48.80,14.20,6.44,25.00,12.30,33.30,14.80,17740.00,2.28
7.47,34.80,50.50,29209.00,29.80,7.62,26.50,41.40,13.90,3.26,19.80,17.90,23.80,9.08,13740.00,3.65
7.06,15.40,24.50,47630.00,25.70,3.01,15.70,67.60,19.30,1.98,49.90,14.50,36.80,9.57,15860.00,2.61
7.29,27.70,29.00,11910.00,26.40,2.64,18.40,20.10,12.90,2.84,41.90,10.50,23.60,7.59,10100.00,2.57
7.00,22.80,27.30,34860.00,14.30,11.36,15.90,74.60,9.13,4.30,21.40,6.08,27.50,10.10,13140.00,1.83
7.25,13.30,18.90,45790.00,19.10,9.59,22.60,57.40,16.70,0.11,30.80,14.90,26.40,9.69,17140.00,3.20
8.36,54.60,55.80,27100.00,15.60,5.69,21.90,66.60,15.60,3.47,32.50,10.70,22.80,9.58,13300.00,14.25
7.18,32.20,41.80,23820.00,17.90,11.75,15.10,55.20,9.85,5.56,23.90,9.75,25.50,9.39,12600.00,2.28
7.19,21.60,24.20,49721.00,19.80,6.62,9.23,56.80,14.80,6.58,30.40,14.60,24.80,14.30,16300.00,2.74
8.52,56.60,59.10,27210.00,20.70,5.05,22.20,41.20,24.90,3.14,26.00,20.90,23.00,13.00,15480.00,14.40
7.12,25.40,28.10,46459.00,19.20,9.05,16.50,58.10,10.50,0.08,34.30,6.70,19.30,7.91,18650.00,2.28
7.28,26.80,25.30,31140.00,18.90,9.44,16.60,65.60,8.64,0.08,44.00,6.02,34.60,7.17,17600.00,2.74
7.33,30.90,34.80,47851.00,20.40,5.07,35.90,49.70,10.60,5.89,26.40,10.20,22.40,12.00,17040.00,2.74
7.29,24.20,28.90,45040.00,17.50,6.58,23.50,70.20,16.20,2.21,28.10,12.90,28.10,14.20,17420.00,3.66
7.02,26.90,36.10,38170.00,24.80,0.42,8.77,82.60,23.10,2.44,31.30,23.20,28.30,10.30,15660.00,2.52
7.11,31.10,52.50,37400.00,28.60,6.10,25.10,55.50,8.56,6.30,19.40,12.20,20.20,13.20,13620.00,2.28
7.17,28.10,34.00,27480.00,18.20,11.07,24.80,67.60,19.80,5.26,22.30,12.90,23.80,7.89,13620.00,1.83
7.25,36.70,46.60,39401.00,22.60,5.81,30.50,75.20,17.40,0.09,59.60,16.90,30.70,12.30,15000.00,3.20
6.98,36.90,40.50,46621.00,25.40,8.10,24.10,56.50,16.00,0.15,39.90,12.00,22.20,11.00,16550.00,3.65
7.52,21.40,24.90,42121.00,19.10,10.73,25.00,60.20,10.90,4.43,10.30,8.98,20.10,8.46,13320.00,3.19
7.09,24.70,30.20,45060.00,19.60,6.67,19.90,52.50,16.90,2.95,20.40,13.80,25.90,11.00,14560.00,3.19
7.13,25.70,29.10,40389.00,17.10,11.03,14.20,34.50,9.96,5.25,17.20,7.32,18.00,11.00,13560.00,1.82
7.33,45.90,49.40,23550.00,24.60,9.78,14.70,112.00,8.92,5.06,34.60,6.70,29.50,8.77,12620.00,4.56
7.20,34.90,56.00,34091.00,16.60,9.89,27.50,82.00,21.00,0.18,41.40,11.10,31.00,10.40,15460.00,3.20
7.30,40.90,45.10,31760.00,19.00,7.59,31.70,51.00,22.40,0.19,36.30,14.30,28.80,11.70,20350.00,2.74
7.31,24.10,26.70,39150.00,24.40,7.45,22.70,66.60,10.20,0.09,38.20,11.40,21.20,7.33,20400.00,2.74
7.20,30.50,31.30,68670.00,29.80,7.40,19.10,45.10,9.96,0.14,41.40,10.90,20.10,7.02,20750.00,4.11
7.35,32.90,34.30,33779.00,24.50,5.86,25.00,67.00,9.33,0.08,39.90,8.49,24.60,7.44,19450.00,2.28
7.05,28.60,31.50,37220.00,29.10,2.30,16.00,57.90,17.40,1.27,31.50,14.90,28.20,9.99,16140.00,4.56
7.16,32.50,34.40,34091.00,15.80,9.18,24.00,88.00,16.20,0.10,45.30,9.38,26.00,10.20,14700.00,2.74
7.09,27.40,29.90,66460.00,29.90,7.55,18.00,37.60,11.60,0.14,41.10,9.64,23.30,7.70,20850.00,3.19
7.38,8.53,16.70,44900.00,19.80,10.57,20.10,58.20,8.46,4.73,30.30,6.91,34.00,9.08,15340.00,3.66
7.31,49.23,63.00,29610.00,28.20,8.71,32.70,67.30,10.50,5.15,27.30,10.40,25.70,11.40,13240.00,3.65
7.33,33.00,37.60,46840.00,24.20,12.03,24.80,59.90,16.20,0.15,43.70,11.80,29.10,11.40,16150.00,2.74
7.18,33.00,35.30,42231.00,19.10,6.36,16.00,68.20,18.50,4.86,32.60,16.20,31.60,14.30,16600.00,2.74
7.25,16.10,20.80,48540.00,19.80,1.26,9.71,76.40,11.30,3.94,29.80,9.62,31.20,12.70,15500.00,2.42
7.18,31.10,42.40,35100.00,29.40,5.79,16.90,55.60,9.03,5.29,30.80,14.00,20.40,15.00,13960.00,3.65
7.49,21.90,26.90,37070.00,3.38,3.34,22.10,46.90,19.30,1.85,42.60,14.00,26.60,14.20,16220.00,2.59
7.16,30.80,33.70,38590.00,22.60,7.19,26.40,37.60,11.90,3.96,20.00,11.70,19.20,8.39,13140.00,2.28
7.14,36.90,40.20,57050.00,26.80,10.08,23.60,45.40,16.90,0.17,39.80,11.40,27.40,11.10,19950.00,3.19
7.24,22.80,27.60,49190.00,29.10,8.03,28.10,46.20,7.74,4.53,27.70,11.40,28.20,10.70,14460.00,3.19
7.38,21.20,27.10,43691.00,16.80,10.00,29.00,47.00,10.20,0.56,28.00,9.51,33.60,9.99,17240.00,2.28
7.43,48.40,83.20,22720.00,24.10,9.17,16.30,90.50,17.10,5.13,40.10,12.40,28.00,9.08,12680.00,3.65
7.46,48.80,76.70,26100.00,25.60,8.62,12.80,48.50,19.70,5.97,33.10,9.34,30.10,9.44,11120.00,2.28
7.27,37.80,48.90,38630.00,28.60,7.17,14.40,65.80,8.87,4.21,24.40,8.72,24.40,12.40,13260.00,2.28
7.33,50.60,59.10,23230.00,28.30,8.66,24.80,66.10,11.40,5.63,28.20,11.70,30.10,12.00,12940.00,3.65
7.14,26.70,42.20,40120.00,20.70,6.06,27.10,68.30,16.30,1.33,26.00,14.30,22.90,12.50,14220.00,2.74
7.30,51.10,52.10,30310.00,18.30,9.10,27.80,143.00,20.70,0.20,50.00,12.80,28.20,11.00,20350.00,3.65
7.20,26.30,32.80,47549.00,18.20,9.46,22.60,58.60,17.40,0.09,35.40,10.90,26.00,11.70,16060.00,4.11
7.10,36.20,38.40,42510.00,21.40,2.82,12.80,49.00,17.60,2.47,23.40,12.50,28.60,9.89,14260.00,2.14
8.14,18.60,19.40,52104.00,28.20,5.32,23.70,48.50,4.87,4.54,37.00,3.91,29.30,8.02,17640.00,3.65
7.72,26.10,30.30,31310.00,16.90,3.76,23.30,60.10,15.50,6.04,28.30,14.90,30.70,14.00,16760.00,2.74
7.08,39.70,40.60,40480.00,21.30,5.54,20.20,23.80,11.40,5.00,23.80,9.19,19.00,9.30,12200.00,2.25
7.43,24.20,30.40,47680.00,20.20,2.00,31.20,35.70,16.50,4.86,15.50,14.80,15.90,10.30,17560.00,2.28
7.06,37.50,57.40,33220.00,28.40,2.04,23.40,38.40,14.40,4.74,21.60,14.80,24.00,11.90,13340.00,1.82
7.30,39.00,49.90,32060.00,29.70,5.22,23.80,32.10,21.00,3.39,17.20,19.50,24.30,8.20,14020.00,2.28
7.14,14.50,22.20,48010.00,18.60,9.29,17.20,47.10,5.88,5.78,21.90,7.55,24.30,9.38,14520.00,3.19
7.31,27.50,34.60,47841.00,22.10,6.23,26.80,72.30,10.40,0.35,46.40,14.10,29.40,9.33,14140.00,2.74
7.12,21.10,28.40,27460.00,17.60,11.21,21.70,47.50,14.10,5.30,22.90,14.40,24.20,9.54,14040.00,2.74
7.50,25.70,27.40,43231.00,23.30,8.10,36.90,34.00,10.20,6.77,16.00,11.00,14.10,9.89,13000.00,2.28
6.95,31.20,33.10,45620.00,24.30,1.49,9.71,84.60,9.30,4.06,34.70,6.53,28.70,10.20,16680.00,2.01
7.23,32.10,32.40,40159.00,19.50,6.51,16.70,74.00,20.00,1.14,36.20,18.20,29.60,14.10,16420.00,2.74
7.42,52.80,54.90,23700.00,21.60,8.98,20.30,131.00,10.80,4.12,39.40,7.49,35.50,8.25,12820.00,2.28
7.60,20.00,23.40,43959.00,22.50,9.09,37.50,29.20,10.50,7.42,17.50,10.60,18.70,9.89,15540.00,2.74
7.12,29.40,32.20,32000.00,28.40,1.01,27.90,40.90,11.70,5.01,19.80,13.40,18.70,12.30,13560.00,2.28
7.31,31.10,35.40,45240.00,17.30,7.12,26.00,87.60,13.50,4.99,25.20,10.30,22.40,7.38,14060.00,3.19
7.38,40.00,42.40,28600.00,28.60,8.76,30.80,54.60,10.20,4.85,22.00,9.08,27.70,9.60,13260.00,3.19
7.32,11.50,14.50,45450.00,19.70,9.26,33.20,45.50,12.30,5.88,24.60,12.00,20.30,13.10,17260.00,2.74
7.22,34.60,41.90,40021.00,3.38,7.87,26.40,52.00,13.60,3.71,22.40,14.10,18.40,10.70,13900.00,2.74
7.58,33.90,36.90,43921.00,29.10,3.41,32.60,66.60,16.80,1.76,30.40,13.10,33.70,11.90,16860.00,4.56
7.19,49.10,49.40,30789.00,19.70,5.98,26.90,52.20,20.90,0.19,41.50,13.10,24.10,10.50,19300.00,3.65
7.13,24.20,38.20,40750.00,21.30,4.75,20.40,30.30,11.90,5.43,18.60,14.10,16.30,13.20,13360.00,1.37
7.35,28.10,30.80,61320.00,28.40,7.74,19.10,48.70,11.60,0.13,24.40,8.38,18.90,6.54,20450.00,3.19
7.02,35.00,37.80,54941.00,28.60,8.31,22.20,48.10,12.30,0.14,36.50,9.64,22.90,7.59,19600.00,2.74
7.20,7.26,10.10,49220.00,19.80,9.42,14.30,41.90,9.01,0.08,35.40,7.49,20.40,7.23,18600.00,1.37
7.33,22.20,26.60,43830.00,15.30,5.96,43.50,59.00,13.60,3.27,32.20,10.30,32.80,10.30,17980.00,3.19
7.18,37.50,47.90,33760.00,16.50,9.67,29.80,85.80,19.50,0.12,44.40,11.80,29.50,10.90,15520.00,3.20
7.16,38.90,39.30,50310.00,21.30,15.04,22.30,66.70,17.80,0.34,44.50,13.20,23.90,10.50,16300.00,4.56
7.33,41.20,42.80,33710.00,19.80,8.94,24.50,82.60,20.50,0.19,39.20,12.60,30.90,10.70,18350.00,3.65
7.70,30.90,33.90,36690.00,14.90,3.94,29.60,79.80,16.90,4.91,31.80,12.00,29.50,14.50,18040.00,4.11
7.35,27.20,30.10,34010.00,19.10,6.16,22.60,71.20,13.20,0.08,42.40,11.00,26.00,9.43,17750.00,2.28
7.43,31.30,63.60,37860.00,28.90,7.13,24.90,42.70,12.60,4.76,25.30,10.90,26.80,8.20,14020.00,0.45
7.51,19.50,24.70,41519.00,19.50,10.51,24.10,54.10,11.30,3.92,22.20,9.65,21.80,6.86,13580.00,2.74
7.30,11.10,15.60,68640.00,28.60,14.74,13.10,44.50,6.75,0.08,33.20,5.34,22.50,7.75,22100.00,4.56
7.24,26.10,42.80,39881.00,29.60,8.81,23.40,34.40,10.90,8.46,13.30,12.70,16.00,12.30,13500.00,2.28
7.23,30.80,37.10,39760.00,15.80,4.15,8.70,60.80,14.60,3.15,28.10,13.60,29.90,13.80,16820.00,3.19
7.12,34.20,37.80,54160.00,22.10,15.44,23.80,52.30,19.10,0.48,44.10,14.00,29.20,8.97,16650.00,2.74
6.92,27.10,55.20,41660.00,29.20,6.03,25.60,28.60,9.60,6.65,18.60,12.80,16.30,12.50,13340.00,1.37
7.20,24.10,27.70,27531.00,16.60,11.03,23.50,65.20,18.10,5.14,19.90,14.90,25.30,9.03,13740.00,2.74
7.60,22.80,33.80,41781.00,19.70,5.22,25.40,69.10,12.80,6.29,24.40,13.30,26.60,14.20,16900.00,2.74
7.28,25.80,33.40,45520.00,19.50,7.17,8.98,50.40,15.90,4.74,27.50,14.50,16.70,13.40,16700.00,2.74
7.41,13.40,17.60,43760.00,24.60,8.64,32.20,40.40,8.55,7.20,21.40,10.30,19.00,10.30,16780.00,1.37
7.16,36.20,42.00,27360.00,29.40,4.74,19.30,54.60,14.70,4.52,25.60,15.30,18.40,14.40,13780.00,1.82
7.37,23.40,34.40,44470.00,17.60,9.48,25.50,37.60,9.04,7.11,27.20,7.15,21.20,8.16,13820.00,3.19
7.20,31.40,33.40,48350.00,23.80,8.82,23.30,40.70,18.80,0.15,42.40,13.00,23.50,10.30,16650.00,3.19
7.36,20.80,23.80,36620.00,17.90,3.47,31.90,70.40,15.20,7.86,33.60,12.50,37.60,12.30,16960.00,3.65
7.28,23.80,28.90,33060.00,24.30,8.84,17.40,56.40,9.33,0.08,41.20,8.22,30.80,9.80,18050.00,3.19
7.44,55.20,57.20,23110.00,18.70,8.88,16.70,80.30,14.00,5.23,37.50,7.48,39.40,10.40,13440.00,1.37
7.10,16.60,18.00,49970.00,18.60,2.47,12.90,77.20,15.50,2.17,63.90,12.20,18.40,13.80,15920.00,1.99
7.32,28.90,32.50,40141.00,22.50,4.28,27.30,68.80,18.30,3.59,30.40,17.30,22.80,10.70,13880.00,2.28
7.34,29.50,35.80,37260.00,28.90,6.98,18.20,75.00,8.25,3.72,30.60,10.60,23.10,12.00,13900.00,2.74
7.75,56.00,61.90,27100.00,19.20,5.16,22.80,41.60,28.20,3.14,34.00,23.60,20.80,15.00,15720.00,14.62
7.05,41.60,58.20,27000.00,18.60,4.48,33.20,87.10,15.90,0.09,43.10,13.50,26.00,12.10,15440.00,3.19
7.43,9.60,15.90,38220.00,19.90,10.55,19.90,67.60,12.00,4.94,28.80,13.80,32.70,8.20,15180.00,3.19
7.28,52.00,52.70,29630.00,17.70,9.15,29.30,136.00,21.80,0.20,47.90,13.70,26.90,11.20,20950.00,3.65
7.60,47.70,48.90,11540.00,17.10,10.41,15.90,150.00,10.30,0.21,63.40,5.68,30.00,14.50,14850.00,2.74
7.54,49.10,53.30,6510.00,17.20,9.98,16.90,143.00,8.86,0.21,66.70,5.74,37.00,15.00,14700.00,2.74
7.48,49.70,50.40,20310.00,15.90,10.73,25.80,115.00,15.40,1.55,48.40,13.90,29.70,13.50,15700.00,3.20
7.48,39.60,40.40,15580.00,16.50,10.22,16.80,118.00,12.80,0.21,56.30,7.36,29.70,14.30,15000.00,2.74
7.47,25.10,26.40,28041.00,16.30,11.46,15.60,106.00,11.20,0.24,52.40,14.00,31.90,13.00,14500.00,4.11
7.46,39.90,40.80,16460.00,16.90,9.19,22.70,110.00,8.05,0.36,41.20,6.72,28.10,10.50,15350.00,2.74
7.46,33.30,35.10,49110.00,17.70,7.52,28.10,102.00,24.40,0.98,45.30,17.40,20.90,12.80,21100.00,2.74
7.45,32.80,34.10,49810.00,18.20,6.06,19.20,42.90,16.10,6.31,39.20,14.60,24.60,14.50,21900.00,2.74
7.45,27.10,28.50,50780.00,16.60,7.71,22.10,61.60,15.50,0.82,40.50,11.80,22.90,9.33,19350.00,4.11
7.44,35.30,36.90,41710.00,16.90,6.91,18.10,72.20,12.80,1.52,45.20,11.90,23.80,12.40,21100.00,2.74
7.44,28.40,29.20,50600.00,16.80,8.10,21.00,67.80,16.70,1.84,38.70,11.00,21.30,7.59,14850.00,3.65
7.43,35.40,39.30,51299.00,16.50,7.36,24.10,69.50,19.30,1.20,38.30,12.30,24.60,10.70,20750.00,2.74
7.42,33.10,34.90,50380.00,16.00,6.97,25.70,72.90,20.90,1.29,37.00,13.30,25.50,9.85,19650.00,6.57
7.40,27.30,30.00,50560.00,15.80,9.70,20.70,56.00,11.70,0.25,43.70,8.57,23.30,9.39,19400.00,4.82
7.39,34.30,35.60,40979.00,16.00,9.41,13.80,58.30,11.20,0.22,50.20,8.23,35.00,5.33,20900.00,2.19
7.39,27.00,29.00,16299.00,16.90,9.61,21.60,134.00,19.10,1.34,53.90,15.10,30.80,11.40,16000.00,3.65
7.38,32.70,34.30,51610.00,19.40,7.26,25.30,84.00,21.40,0.25,45.20,16.30,25.30,13.80,21800.00,3.20
7.38,26.20,27.10,50960.00,15.70,9.27,20.30,68.00,15.70,0.91,36.80,10.70,24.90,7.82,19000.00,4.56
7.37,33.10,36.00,50981.00,16.60,7.33,25.70,68.90,20.90,0.64,43.00,13.90,31.60,10.00,20650.00,4.11
7.36,53.70,53.80,29630.00,17.90,9.09,31.90,87.80,29.10,0.20,42.80,16.40,27.80,10.70,21800.00,4.11
7.36,46.20,47.30,19701.00,16.00,10.51,32.20,124.00,20.10,1.04,48.20,13.60,27.70,8.63,19400.00,3.65
7.36,39.90,42.80,27700.00,16.30,10.91,15.70,88.30,13.00,0.22,44.40,10.60,27.80,7.47,19000.00,4.38
7.34,27.70,29.20,37789.00,16.20,9.70,14.70,76.10,12.10,0.22,39.80,8.98,22.80,9.04,21900.00,4.82
7.34,35.30,35.90,24159.00,16.60,10.77,27.50,129.00,17.90,0.29,69.50,13.00,34.50,13.30,15850.00,2.19
7.34,34.80,36.60,41510.00,17.10,6.67,23.60,65.20,13.10,0.46,42.60,10.10,31.20,12.90,21350.00,3.66
7.33,23.90,25.50,41130.00,15.90,9.85,11.40,131.00,8.57,0.23,49.00,7.01,30.70,6.89,17250.00,4.56
7.33,22.10,23.40,23950.00,16.30,11.80,16.50,139.00,13.20,0.29,54.80,11.40,31.70,11.90,15500.00,3.19
7.33,42.90,44.20,16059.00,17.00,8.83,23.10,192.00,10.40,0.22,40.90,4.98,29.30,4.98,15150.00,3.20
7.32,50.50,51.80,23160.00,17.80,9.95,32.60,160.00,21.50,0.20,47.50,16.10,25.50,14.10,21150.00,4.56
7.32,59.80,61.10,24060.00,16.00,10.93,28.60,130.00,19.40,0.57,41.40,13.00,31.90,8.46,19400.00,3.65
7.32,52.60,53.50,310.00,17.50,10.20,33.50,146.00,25.30,0.20,70.90,18.30,25.30,15.00,13050.00,2.28
7.31,52.50,54.20,31030.00,17.60,8.97,31.50,105.00,25.50,0.20,44.60,14.70,32.30,11.60,21150.00,3.65
7.31,22.10,23.40,36630.00,15.80,10.48,12.70,63.80,8.86,0.23,51.80,6.72,32.40,10.00,14550.00,3.19
7.31,38.80,39.30,50390.00,18.60,7.18,25.70,72.00,25.60,1.04,43.60,17.90,28.80,14.80,22100.00,3.19
7.30,53.40,57.20,25120.00,17.70,9.31,33.10,132.00,25.90,0.20,47.50,16.50,32.30,13.20,21350.00,3.65
7.30,37.00,37.30,50730.00,18.70,7.05,26.20,79.20,21.00,0.91,39.20,16.30,24.40,14.80,22500.00,3.20
7.29,44.20,45.00,24161.00,16.50,0.21,23.50,71.30,12.90,9.42,39.30,7.71,31.40,4.75,18850.00,3.65
7.29,39.70,43.60,41642.00,17.20,6.79,20.60,67.20,19.20,1.03,45.60,13.60,24.60,11.80,21000.00,3.19
7.28,33.10,34.40,25881.00,16.50,9.27,16.50,49.20,15.30,0.22,41.60,11.50,33.90,9.33,22600.00,2.63
7.28,40.20,40.80,19350.00,16.60,9.52,16.10,49.00,14.00,0.22,42.80,10.80,28.10,6.26,22100.00,3.95
7.28,51.70,57.10,23750.00,17.50,9.65,32.00,109.00,23.80,0.20,42.60,17.20,28.40,14.10,20550.00,4.56
7.28,38.20,39.40,19090.00,16.10,10.43,28.50,156.00,21.30,0.73,59.00,16.50,27.90,2.20,17000.00,4.56
7.27,35.40,37.20,36031.00,16.30,9.38,14.40,49.40,12.40,0.22,43.30,11.10,30.00,5.45,22500.00,6.57
7.27,46.50,47.70,24469.00,16.10,10.83,30.00,123.00,23.00,1.58,49.50,16.20,25.30,11.50,19350.00,3.65
7.26,52.20,54.20,22090.00,17.20,9.61,27.20,128.00,21.00,0.21,47.30,9.15,32.10,6.43,20050.00,3.19
7.26,45.90,46.20,19160.00,15.90,11.50,25.50,141.00,11.10,0.25,50.00,11.70,31.90,14.50,15850.00,3.65
7.26,35.30,36.20,15021.00,16.10,9.24,27.50,120.00,18.50,0.23,51.70,15.00,31.70,13.30,15050.00,3.66
7.26,41.40,43.60,51250.00,18.20,7.11,27.30,71.10,22.10,0.23,41.90,15.30,20.90,11.70,20900.00,2.74
7.24,55.10,56.60,20879.00,16.00,9.07,31.60,114.00,24.00,0.27,50.30,14.20,37.60,8.34,18650.00,3.19
